RefA,RefALink,RefB,RefBLink,Snippet
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.1.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.1.1.1",Likutei Moharan.57,https://www.sefaria.org.il/Likutei_Moharan.57,"הוא בחינת התגברות הדמים כמו שכתב רבנו נרו יאיר (סימן נז) כי כבד כועס (ברכות סא) וכבד הוא מלא דם, שהוא בחינת שנאה ורציחה ש"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.1.2.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.1.2.1",Likutei Moharan.67,https://www.sefaria.org.il/Likutei_Moharan.67,"שלי ג), כבוד חכמים ינחלו וכמו שכתב רבנו נרו יאיר (סימן סז) שהכבוד חוזר אל המביני מדע כי שם שרש הכבוד ועל כן פגם הכבוד "
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.1.2.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.1.2.1",Likutei Moharan.14,https://www.sefaria.org.il/Likutei_Moharan.14,"כתוב, זה יעצר בעמי וכן איתא בדברי רבנו נרו יאיר (סימן יד) שעל ידי תקון הכבוד דהינו על ידי שנותנין כבוד ליראי ה' על ידי ז"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.1.2.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.1.2.1",Likutei Moharan.11,https://www.sefaria.org.il/Likutei_Moharan.11,עין מה שכתב רבנו במקום אחר במאמר אני ה' הוא שמי (סימן יא). ועל כן זקן ואינו לפי כבודו פטור מפריקה וטעינה ויש דעה שאסור כ
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.1.2.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.1.2.1",Likutei Moharan.54,https://www.sefaria.org.il/Likutei_Moharan.54,ל לשאת ולהרים כל המשאות כמו שכתב רבנו נרו יאיר (סימן נד) שהצדיק נקרא משא שהוא נושא הכל בבחינת כאשר ישא האומן את היו
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.1.4.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.1.4.1",Likutei Moharan.282,https://www.sefaria.org.il/Likutei_Moharan.282,מת לכף זכות וחוזר בתשובה כמו שכתב רבנו נרו יאיר (בסימן רפב) על פסוק ועוד מעט ואין רשע וכו'. וזהו מצות עזב תעזב שעקר המצוה 
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.1.4.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.1.4.2",Likutei Moharan.59,https://www.sefaria.org.il/Likutei_Moharan.59, והרע שלהם. (ועין כל זה במאמר מי שעוסק לקרב וכו' סימן נט) וזהו בחינת עזב תעזב דהינו לסמכו ולהרימו מנפילתו שזה בחינת 
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.2.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.2.1.2",Likutei Moharan%2C_Part_II.67,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.67",כי איתא במאמר ויהי מקץ כי מרחמם ינהגם וכו' בלקוטי תנינא סימן זין שעקר הרחמנות הוא כשאחד מישראל נופל בעונות חס ושלום כי זהו מ
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.2.1.5,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.2.1.5",Likutei Moharan.282,https://www.sefaria.org.il/Likutei_Moharan.282," ידי זה כמובא על פסוק ועוד מעט ואין רשע וכו עין שם (סימן רפב). וזהו ענין הנ""ל שאף על פי שהוא שונאך שראית אותו עובר עברה אף ע"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.3.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.3.1.1",Likutei Moharan%2C_Part_II.2,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.2",על פי מה מה שמבאר בלקוטי תנינא סימן ב בהתורה ימי חנכה הם ימי הודאה (באות ה):
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.3.12.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.3.12.1",Likutei Moharan.195,https://www.sefaria.org.il/Likutei_Moharan.195,רה בעצמה יש הרחבות גדולות בבחינת בצר הרחבת לי כמו שמבאר בסימן קצה. וזה ידוע שכל מה שעובר על האדם בודאי כונת ה' יתברך לטובה כד
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.3.12.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.3.12.3",Likutei Moharan.12,https://www.sefaria.org.il/Likutei_Moharan.12,"ושו בכל יום ויום כמו שפרש רש""י במקום אחר (יחזקאל סימן יב) הינו שבכל יום ויום ה' יתברך מצוה עלינו חסדו כי הוא עושה עמנו "
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Unloading and Loading.3.14.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Unloading_and_Loading.3.14.1",Likutei Moharan.65,https://www.sefaria.org.il/Likutei_Moharan.65,הוא מתגבר יותר וכו' וכמבאר בהתורה ויאמר בעז וכו' סימן סה ובמקום אחר. ומזה באים כל הנפילות רחמנא לצלן וההתרחקות של כל ב
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.1.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.1.1.2",Likutei Moharan.17,https://www.sefaria.org.il/Likutei_Moharan.17,"עין במאמר ויהי הם מריקים שקיהם (סימן יז) מה שמבאר שם על פסוק לא ישכב עד יאכל טרף ודם חללים ישתה, כי על"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.1.1.4,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.1.1.4",Likutei Moharan.23,https://www.sefaria.org.il/Likutei_Moharan.23,ם בממון כמו שכתב רבנו נרו יאיר במאמר צוית צדק (סימן כג) ועל כן כל עבודה זרה של כל אמה חקוקה על המטבע. נמצא שהממון ש
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.1.1.4,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.1.1.4",Likutei Moharan.69,https://www.sefaria.org.il/Likutei_Moharan.69,ה דהינו ממון של ישראל וכמו שכתב רבנו נרו יאיר (סימן סט) שכל הנפשות שרשם בעשירות ונפשות ישראל הם כלו קדש כלו טוב
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.1.2.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.1.2.2",Likutei Moharan.29,https://www.sefaria.org.il/Likutei_Moharan.29," בבחינת מה שכתב רבנו נרו יאיר במאמר האי מאן וכו' (סימן כט) על זכה נעשה ראש זכה הוא בחינת שמזכך הדמים של שס""ה גידין בבח"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.2.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.2.1.2",Likutei Moharan%2C_Part_II.5,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.5",על פי המבאר במאמר המתחיל תקעו המדבר מאמונה בלקוטי תנינא סימן ה ואיתא שם שעל ידי האיש תבונות זוכין לאמונה ואיש תבונות הוא מי שמ
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.1.2",Likutei Moharan%2C_Part_II.5,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.5",על פי התורה 'תקעו אמונה' בלקוטי תנינא סימן ה עין שם היטב כי היא תורה ארכה מאד ארכה מארץ מדה ורחבה מני ים. ו
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.3.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.3.2",Likutei Moharan%2C_Part_II.4,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.4", בראשית (כמו שמבאר בהתורה ואת הערבים צויתי וכו' בסימן ד בלקוטי תנינא). וכל מלאכת מעשי בראשית היו בחינת צמצומים שעל י
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.4.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.4.2",Likutei Moharan.54,https://www.sefaria.org.il/Likutei_Moharan.54,י שמבררין ומצמצמין את הרוח טובה כמבאר במקום אחר (בסימן נד) כי עקר קול הנגון הוא האויר והרוח שמשם כל הקולות כידוע למחק
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.5.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.5.1",Likutei Moharan.14,https://www.sefaria.org.il/Likutei_Moharan.14,ים שהם באים תחת כנפי השכינה (כמו שמבאר בהתורה להמשיך שלום בסימן יד). וזהו בחינת והחזיקו עשרה אנשים וכו' בכנף איש יהודי בכנף דיקא
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.5.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.5.1",Likutei Moharan.7,https://www.sefaria.org.il/Likutei_Moharan.7,ים וכו' כמו שכתב אדוננו מורנו ורבנו זכרונו לברכה (בסימן ז):
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.6.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.6.1",Likutei Moharan.38,https://www.sefaria.org.il/Likutei_Moharan.38,"מו שכתב אדוננו מורנו ורבנו זכרונו לברכה בהתורה מרכבת פרעה בסימן לח) כי המרכבה כלולה מארבע חיות שהם בחינת המלאכים הנ""ל שסימנם"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.13.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.13.2",Likutei Moharan.36,https://www.sefaria.org.il/Likutei_Moharan.36,"גד שנים עשר שבטי בני יעקב, (כמו שמבאר במקום אחר-בסימן לו) שהם בחינת מטה שלמה, שהם בחינת ד' דגלים, ד' מחנות השכינה, שהם ב"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.17.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.17.1",Likutei Moharan.7,https://www.sefaria.org.il/Likutei_Moharan.7,"הן אמת חפצת בטחות כנ""ל (כמבאר מזה בהתורה ואלו המשפטים אמונה בסימן ז). (כי העצות הם בחינת נצח והוד שנמשכין מתפארת שהוא בחינת אמת ש"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.23.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.23.1",Likutei Moharan.91,https://www.sefaria.org.il/Likutei_Moharan.91,"ל הרמ""ח איברים, כמו שמבאר בהתורה ויהי ידיו אמונה (בסימן צא) שצריכין להמשיך האמונה בכל האיברים, עין שם:"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.31.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.31.1",Likutei Moharan%2C_Part_II.84,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.84","חינת המרכבה כנ""ל. וכמו שכתב רבנו זכרונו לברכה (בלקוטי תנינא בסימן פד) שעקר התחברות והדבקות לה' יתברך הוא על ידי התפלה שעל ידה עק"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.31.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.31.1",Likutei Moharan.2,https://www.sefaria.org.il/Likutei_Moharan.2,"ה על ידי משפט, כמו שמבאר בהתורה אמר אל הכהנים (בסימן ב). כי עקר שלמות התפלה תלויה בתקון המשפט שהוא קשר המרכבה ש"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.31.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.31.1",Likutei Moharan%2C_Part_II.24,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.24","כל הרפואות באים על ידי שמחה, כמו שמבאר במקום אחר בלקוטי תנינא בסימן כד) שזהו בחינת ניסן בחינת הגאלה, שזהו בחינת ברכת גואל ישראל "
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.33.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.33.1",Likutei Moharan%2C_Part_II.2,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.2","ה, כמו שכתב רבנו זכרונו לברכה בהתורה ימי חנכה (בלקוטי תנינא סימן ב), עין שם. הינו שלעתיד יעסקו רק בזה להודות לו על כל החסד הנפלא ש"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Ownerless Property and Property of Non Jews.4.33.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Ownerless_Property_and_Property_of_Non_Jews.4.33.1",Likutei Moharan.62,https://www.sefaria.org.il/Likutei_Moharan.62,"לום שאין לבו חלוק על ה', כמו שמבאר בהתורה ויסב (בסימן סב) שעקר האמונה על ידי שלום, עין שם. ועל ידי זה זוכין לתקון הברית ב"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Inheritance.1.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Inheritance.1.1.1",Likutei Moharan.29,https://www.sefaria.org.il/Likutei_Moharan.29,ינסב אתתא וכו' מאי חזא דאזל להירא דמידלא מנה וכו'' סימן כט עין שם כל המאמר מתחלתו לסופו:
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Inheritance.1.4.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Inheritance.1.4.1",Likutei Moharan.36,https://www.sefaria.org.il/Likutei_Moharan.36,"ו שהם בחינת י""ה, כמובא וכמו שכתב רבנו נרו יאיר (סימן לו) על פסוק שבטי יה עדות לישראל. וזה בחינת ויתקדש שכונתו תקו"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Inheritance.3.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Inheritance.3.1.2",Likutei Moharan.31,https://www.sefaria.org.il/Likutei_Moharan.31,"על פי התורה המתחלת אית לן בירא בדברא וכו' בסימן לא, עין שם כל התורה:"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Inheritance.4.1.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Inheritance.4.1.3",Likutei Moharan.2,https://www.sefaria.org.il/Likutei_Moharan.2,"על פי התורה אמר אל הכהנים בסימן ב', עין שם כל התורה מבאר שם שעקר הוא התפלה, כי עקר כלי זינו ש"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Inheritance.4.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Inheritance.4.3.1",Likutei Moharan.34,https://www.sefaria.org.il/Likutei_Moharan.34,"שלמות, כידוע וכמבאר בהתורה ואתם תהיו לי וכו' (בסימן לד). כי ה' יתברך חפץ להטיב ורוצה להשפיע טובו וחסדו תמיד, אך אין יכ"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Inheritance.4.8.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Inheritance.4.8.1",Likutei Moharan.34,https://www.sefaria.org.il/Likutei_Moharan.34,"פע כידוע (וכמו שמבאר בהתורה ואתם תהיו לי וכו' בסימן לד, עין שם). ואפלו כשהאדם נפטר מהעולם צריך לראות שלא יהיה נפסק"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of Inheritance.4.15.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_Inheritance.4.15.1",Likutei Moharan.61,https://www.sefaria.org.il/Likutei_Moharan.61,"ט על ידי פגם תאות אכילה וכנ""ל. וכן מובן בהתורה חדי רבי שמעון בסימן סא שעל ידי מותרות אכילה נפגם המשפט. ועל כן אסור לאכל קדם התפלה,"
Likutei Halakhot%2C_Choshen Mishpat%2C_Laws of an Apotropos.1.1.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Choshen_Mishpat,_Laws_of_an_Apotropos.1.1.3",Likutei Moharan.14,https://www.sefaria.org.il/Likutei_Moharan.14,"ברך כשמקרבין הרחוקים לעבודתו, (כמו שכתב רבנו נרו יאיר בסימן יד). וזה בחינת וכבדתו, כבדהו בכסות נקי שהם בחינת תקון הבגדים נ"
